"GameNum","Kicker","Good","Distance","Weather","Wind15","Temperature","Grass","Pressure","Ice"
"2002-0801","Peterson","Y",34,"Clouds",0,"Nice",1,"N",0
"2002-0801","Stover","Y",28,"Clouds",0,"Nice",1,"N",0
"2002-0802","Hanson","Y",35,"Clouds",1,"Nice",0,"N",0
"2002-0802","Hollis","Y",33,"Clouds",1,"Nice",0,"N",0
"2002-0803","Graham","Y",20,"Clouds",0,"Nice",1,"N",0
"2002-0803","Graham","Y",47,"Clouds",0,"Nice",1,"N",0
"2002-0803","Graham","Y",39,"Clouds",0,"Nice",1,"N",0
"2002-0803","GramaticaM","Y",32,"Clouds",0,"Nice",1,"N",0
"2002-0803","GramaticaM","Y",52,"Clouds",0,"Nice",1,"N",0
"2002-0803","GramaticaM","Y",53,"Clouds",0,"Nice",1,"Y",0
"2002-0803","GramaticaM","Y",47,"Clouds",0,"Nice",1,"Y",0
"2002-0804","Nedney","Y",33,"Clouds",0,"Nice",1,"N",0
"2002-0804","Nedney","Y",28,"Clouds",0,"Nice",1,"N",0
"2002-0804","Nedney","Y",46,"Clouds",0,"Nice",1,"N",0
"2002-0804","Rackers","Y",44,"Clouds",0,"Nice",1,"N",0
"2002-0805","Lindell","Y",20,"Clouds",0,"Nice",0,"Y",0
"2002-0806","Andersen","Y",46,"SnowRain",0,"Cold",1,"N",0
"2002-0806","Andersen","Y",22,"SnowRain",0,"Cold",1,"N",0
"2002-0806","Janikowski","N",44,"SnowRain",0,"Cold",1,"N",0
"2002-0806","Janikowski","Y",32,"SnowRain",0,"Cold",1,"N",0
"2002-0807","Anderson","Y",44,"Inside",0,"Nice",0,"N",0
"2002-0807","Anderson","Y",24,"Inside",0,"Nice",0,"N",0
"2002-0807","Anderson","Y",24,"Inside",0,"Nice",0,"N",0
"2002-0808","Carney","Y",40,"Inside",0,"Nice",0,"N",0
"2002-0808","Carney","Y",40,"Inside",0,"Nice",0,"N",0
"2002-0808","Feely","Y",31,"Inside",0,"Nice",0,"N",0
"2002-0808","Feely","Y",32,"Inside",0,"Nice",0,"N",0
"2002-0808","Feely","Y",47,"Inside",0,"Nice",0,"Y",0
"2002-0809","Dawson","Y",23,"Clouds",0,"Nice",1,"N",0
"2002-0809","Dawson","Y",26,"Clouds",0,"Nice",1,"N",0
"2002-0809","Dawson","Y",35,"Clouds",0,"Nice",1,"N",0
"2002-0809","Hall","N",44,"Clouds",0,"Nice",1,"Y",1
"2002-0810","Cortez","Y",45,"Sun",0,"Nice",1,"N",0
"2002-0811","BrownK","N",45,"SnowRain",0,"Nice",1,"N",0
"2002-0811","BrownK","Y",43,"SnowRain",0,"Nice",1,"N",0
"2002-0811","BrownK","Y",45,"SnowRain",0,"Nice",1,"Y",0
"2002-0811","Seder","N",50,"SnowRain",0,"Nice",1,"N",0
"2002-0811","Seder","N",35,"SnowRain",0,"Nice",1,"N",0
"2002-0811","Seder","Y",34,"SnowRain",0,"Nice",1,"N",0
"2002-0812","Elam","N",48,"Sun",1,"Nice",1,"N",0
"2002-0812","Elam","Y",19,"Sun",1,"Nice",1,"N",0
"2002-0812","Elam","N",39,"Sun",1,"Nice",1,"N",0
"2002-0812","Vinatieri","Y",26,"Sun",1,"Nice",1,"N",0
"2002-0813","Tuthill","Y",40,"Clouds",0,"Nice",1,"N",0
"2002-0813","Tuthill","Y",23,"Clouds",0,"Nice",1,"N",0
"2002-0813","Tuthill","Y",41,"Clouds",0,"Nice",1,"N",0
"2002-0813","Tuthill","Y",22,"Clouds",0,"Nice",1,"N",0
"2002-0814","Akers","N",50,"Clouds",0,"Nice",0,"N",0
"2002-0814","Akers","Y",27,"Clouds",0,"Nice",0,"N",0
"2002-0814","Akers","Y",36,"Clouds",0,"Nice",0,"N",0
"2002-0814","Akers","Y",35,"Clouds",0,"Nice",0,"N",0
"2002-0814","Bryant","Y",26,"Clouds",0,"Nice",0,"N",0
"2002-0901","Feely","Y",23,"Inside",0,"Nice",0,"N",0
"2002-0901","Feely","Y",40,"Inside",0,"Nice",0,"N",0
"2002-0901","Stover","Y",32,"Inside",0,"Nice",0,"N",0
"2002-0902","Hollis","N",50,"Clouds",0,"Cold",0,"N",0
"2002-0902","Hollis","N",25,"Clouds",0,"Cold",0,"N",0
"2002-0902","Hollis","N",45,"Clouds",0,"Cold",0,"N",0
"2002-0902","Vinatieri","Y",46,"Clouds",0,"Cold",0,"N",0
"2002-0903","Akers","Y",23,"SnowRain",0,"Cold",0,"N",0
"2002-0903","Akers","Y",36,"SnowRain",0,"Cold",0,"N",0
"2002-0903","Akers","Y",27,"SnowRain",0,"Cold",0,"N",0
"2002-0903","Akers","Y",22,"SnowRain",0,"Cold",0,"N",0
"2002-0903","Edinger","Y",30,"SnowRain",0,"Cold",0,"N",0
"2002-0903","Edinger","Y",53,"SnowRain",0,"Cold",0,"N",0
"2002-0904","Peterson","Y",43,"Sun",0,"Cold",1,"N",0
"2002-0904","Peterson","N",41,"Sun",0,"Cold",1,"N",0
"2002-0904","Peterson","Y",28,"Sun",0,"Cold",1,"N",0
"2002-0904","Peterson","Y",42,"Sun",0,"Cold",1,"N",0
"2002-0905","Hanson","Y",42,"Inside",0,"Nice",0,"N",0
"2002-0905","Hanson","Y",44,"Inside",0,"Nice",0,"N",0
"2002-0905","Hanson","Y",43,"Inside",0,"Nice",0,"Y",0
"2002-0906","BrownK","Y",23,"Inside",0,"Nice",1,"N",0
"2002-0906","BrownK","N",46,"Inside",0,"Nice",1,"N",0
"2002-0906","BrownK","N",53,"Inside",0,"Nice",1,"N",0
"2002-0906","Rackers","Y",25,"Inside",0,"Nice",1,"N",0
"2002-0907","Nedney","Y",28,"Inside",0,"Nice",0,"N",0
"2002-0907","Nedney","Y",34,"Inside",0,"Nice",0,"N",0
"2002-0907","Nedney","Y",39,"Inside",0,"Nice",0,"N",0
"2002-0907","Vanderjagt","N",46,"Inside",0,"Nice",0,"N",0
"2002-0908","Anderson","Y",26,"Clouds",0,"Nice",1,"N",0
"2002-0908","GramaticaM","Y",36,"Clouds",0,"Nice",1,"N",0
"2002-0908","GramaticaM","N",40,"Clouds",0,"Nice",1,"N",0
"2002-0909","Hall","Y",24,"Sun",0,"Nice",1,"N",0
"2002-0909","Hall","Y",32,"Sun",0,"Nice",1,"N",0
"2002-0909","Hall","N",43,"Sun",0,"Nice",1,"N",0
"2002-0909","Hall","Y",38,"Sun",0,"Nice",1,"N",0
"2002-0910","Wilkins","N",47,"Clouds",0,"Nice",1,"N",0
"2002-0910","Wilkins","Y",24,"Clouds",0,"Nice",1,"N",0
"2002-0910","Wilkins","Y",42,"Clouds",0,"Nice",1,"N",0
"2002-0911","Cortez","Y",20,"Clouds",0,"Nice",1,"N",0
"2002-0911","Cortez","N",39,"Clouds",0,"Nice",1,"N",0
"2002-0911","Cortez","Y",22,"Clouds",0,"Nice",1,"N",0
"2002-0911","Cortez","N",27,"Clouds",0,"Nice",1,"Y",0
"2002-0911","Cortez","Y",23,"Clouds",0,"Nice",1,"Y",1
"2002-0911","Janikowski","Y",42,"Clouds",0,"Nice",1,"N",0
"2002-0911","Janikowski","Y",23,"Clouds",0,"Nice",1,"N",0
"2002-0912","Lindell","Y",23,"Sun",0,"Nice",0,"N",0
"2002-0913","Bryant","N",41,"Clouds",0,"Nice",1,"N",0
"2002-0913","Bryant","N",37,"Clouds",0,"Nice",1,"N",0
"2002-0913","Bryant","Y",27,"Clouds",0,"Nice",1,"N",0
"2002-0913","Seder","Y",24,"Clouds",0,"Nice",1,"N",0
"2002-0914","Longwell","Y",27,"Sun",0,"Cold",1,"N",0
"2002-0914","Mare","Y",46,"Sun",0,"Cold",1,"N",0
"2002-1001","Rackers","Y",43,"Clouds",1,"Nice",1,"N",0
"2002-1001","Rackers","Y",35,"Clouds",1,"Nice",1,"N",0
"2002-1001","Stover","Y",33,"Clouds",1,"Nice",1,"N",0
"2002-1002","Carney","Y",39,"Clouds",0,"Nice",1,"N",0
"2002-1002","Carney","Y",23,"Clouds",0,"Nice",1,"N",0
"2002-1002","Graham","Y",19,"Clouds",0,"Nice",1,"N",0
"2002-1003","Hanson","N",50,"Clouds",0,"Nice",1,"N",0
"2002-1003","Longwell","Y",30,"Clouds",0,"Nice",1,"N",0
"2002-1003","Longwell","Y",40,"Clouds",0,"Nice",1,"N",0
"2002-1003","Longwell","Y",36,"Clouds",0,"Nice",1,"N",0
"2002-1003","Longwell","Y",33,"Clouds",0,"Nice",1,"N",0
"2002-1004","Anderson","Y",20,"Inside",0,"Nice",0,"N",0
"2002-1004","Anderson","Y",27,"Inside",0,"Nice",0,"N",0
"2002-1004","Bryant","N",31,"Inside",0,"Nice",0,"N",0
"2002-1005","Akers","Y",34,"Clouds",1,"Nice",0,"N",0
"2002-1005","Akers","Y",20,"Clouds",1,"Nice",0,"N",0
"2002-1005","Vanderjagt","N",48,"Clouds",1,"Nice",0,"N",0
"2002-1006","Feely","Y",36,"Clouds",1,"Nice",1,"N",0
"2002-1006","Feely","Y",40,"Clouds",1,"Nice",1,"Y",0
"2002-1006","Feely","N",56,"Clouds",1,"Nice",1,"Y",0
"2002-1006","Peterson","Y",34,"Clouds",1,"Nice",1,"N",0
"2002-1006","Peterson","N",40,"Clouds",1,"Nice",1,"N",0
"2002-1006","Peterson","Y",34,"Clouds",1,"Nice",1,"N",0
"2002-1006","Peterson","N",48,"Clouds",1,"Nice",1,"Y",1
"2002-1007","Christie","Y",41,"Inside",0,"Nice",0,"N",0
"2002-1008","BrownK","Y",51,"Sun",1,"Nice",1,"N",0
"2002-1008","Nedney","N",49,"Sun",1,"Nice",1,"N",0
"2002-1008","Nedney","Y",24,"Sun",1,"Nice",1,"N",0
"2002-1009","GramaticaB","Y",40,"Sun",0,"Nice",1,"N",0
"2002-1009","GramaticaB","Y",27,"Sun",0,"Nice",1,"N",0
"2002-1009","Lindell","Y",23,"Sun",0,"Nice",1,"N",0
"2002-1009","Lindell","Y",30,"Sun",0,"Nice",1,"N",0
"2002-1010","Seder","Y",27,"SnowRain",0,"Hot",1,"N",0
"2002-1010","Seder","Y",43,"SnowRain",0,"Hot",1,"N",0
"2002-1010","Seder","Y",27,"SnowRain",0,"Hot",1,"N",0
"2002-1010","Seder","Y",42,"SnowRain",0,"Hot",1,"N",0
"2002-1010","Tuthill","N",49,"SnowRain",0,"Hot",1,"N",0
"2002-1011","Edinger","Y",39,"Clouds",1,"Nice",0,"N",0
"2002-1011","Edinger","Y",40,"Clouds",1,"Nice",0,"N",0
"2002-1011","Edinger","Y",32,"Clouds",1,"Nice",0,"N",0
"2002-1011","Vinatieri","Y",57,"Clouds",1,"Nice",0,"N",0
"2002-1011","Vinatieri","Y",31,"Clouds",1,"Nice",0,"N",0
"2002-1011","Vinatieri","Y",42,"Clouds",1,"Nice",0,"N",0
"2002-1011","Vinatieri","Y",25,"Clouds",1,"Nice",0,"N",0
"2002-1012","Andersen","Y",33,"Clouds",1,"Nice",1,"N",0
"2002-1012","Andersen","Y",43,"Clouds",1,"Nice",1,"N",0
"2002-1012","Cortez","Y",42,"Clouds",1,"Nice",1,"N",0
"2002-1012","Cortez","N",46,"Clouds",1,"Nice",1,"N",0
"2002-1013","Hall","Y",30,"Clouds",0,"Nice",1,"N",0
"2002-1013","Hall","Y",27,"Clouds",0,"Nice",1,"Y",0
"2002-1013","Mare","Y",28,"Clouds",0,"Nice",1,"N",0
"2002-1014","Elam","Y",27,"Clouds",0,"Cold",1,"N",0
"2002-1014","Janikowski","Y",47,"Clouds",0,"Cold",1,"N",0
"2002-1014","Janikowski","Y",32,"Clouds",0,"Cold",1,"N",0
"2002-1101","Carney","Y",35,"Inside",0,"Nice",0,"N",0
"2002-1101","Feely","N",39,"Inside",0,"Nice",0,"N",0
"2002-1101","Feely","Y",42,"Inside",0,"Nice",0,"N",0
"2002-1102","Dawson","N",24,"Clouds",0,"Cold",1,"N",0
"2002-1102","Dawson","Y",27,"Clouds",0,"Cold",1,"N",0
"2002-1102","Dawson","Y",40,"Clouds",0,"Cold",1,"N",0
"2002-1102","Rackers","Y",37,"Clouds",0,"Cold",1,"N",0
"2002-1102","Rackers","Y",31,"Clouds",0,"Cold",1,"N",0
"2002-1103","Cundiff","Y",21,"Inside",0,"Nice",0,"N",0
"2002-1103","Cundiff","N",52,"Inside",0,"Nice",0,"N",0
"2002-1103","Vanderjagt","N",23,"Inside",0,"Nice",0,"N",0
"2002-1103","Vanderjagt","Y",48,"Inside",0,"Nice",0,"N",0
"2002-1103","Vanderjagt","N",42,"Inside",0,"Nice",0,"N",0
"2002-1103","Vanderjagt","Y",32,"Inside",0,"Nice",0,"N",0
"2002-1104","Andersen","Y",28,"Sun",0,"Nice",1,"N",0
"2002-1104","Andersen","N",45,"Sun",0,"Nice",1,"N",0
"2002-1104","Hollis","Y",23,"Sun",0,"Nice",1,"N",0
"2002-1104","Hollis","Y",33,"Sun",0,"Nice",1,"N",0
"2002-1104","Hollis","Y",27,"Sun",0,"Nice",1,"N",0
"2002-1105","Mare","Y",42,"Clouds",0,"Nice",1,"N",0
"2002-1105","Mare","Y",49,"Clouds",0,"Nice",1,"N",0
"2002-1106","Anderson","Y",32,"Inside",0,"Nice",0,"N",0
"2002-1107","Bryant","Y",43,"SnowRain",0,"Nice",1,"N",0
"2002-1107","Bryant","Y",34,"SnowRain",0,"Nice",1,"N",0
"2002-1107","Bryant","Y",33,"SnowRain",0,"Nice",1,"N",0
"2002-1107","Bryant","Y",19,"SnowRain",0,"Nice",1,"N",0
"2002-1107","Tuthill","Y",31,"SnowRain",0,"Nice",1,"N",0
"2002-1107","Tuthill","N",42,"SnowRain",0,"Nice",1,"N",0
"2002-1108","Akers","Y",34,"SnowRain",0,"Nice",0,"N",0
"2002-1109","Nedney","N",39,"Sun",0,"Nice",1,"N",0
"2002-1109","Nedney","Y",43,"Sun",0,"Nice",1,"N",0
"2002-1109","Peterson","N",31,"Sun",0,"Nice",1,"N",0
"2002-1109","Peterson","N",37,"Sun",0,"Nice",1,"N",0
"2002-1110","Christie","N",44,"Sun",0,"Nice",1,"N",0
"2002-1110","Christie","Y",36,"Sun",0,"Nice",1,"N",0
"2002-1110","Christie","Y",40,"Sun",0,"Nice",1,"Y",0
"2002-1110","Cortez","Y",24,"Sun",0,"Nice",1,"N",0
"2002-1110","Cortez","N",41,"Sun",0,"Nice",1,"Y",0
"2002-1111","Graham","Y",42,"SnowRain",1,"Nice",1,"N",0
"2002-1111","Graham","N",44,"SnowRain",1,"Nice",1,"N",0
"2002-1111","GramaticaM","Y",20,"SnowRain",1,"Nice",1,"N",0
"2002-1111","GramaticaM","Y",32,"SnowRain",1,"Nice",1,"N",0
"2002-1111","GramaticaM","Y",41,"SnowRain",1,"Nice",1,"N",0
"2002-1112","Hall","Y",22,"Inside",0,"Nice",0,"N",0
"2002-1113","Seder","Y",22,"Clouds",0,"Nice",1,"N",0
"2002-1113","Seder","N",40,"Clouds",0,"Nice",1,"N",0
"2002-1114","Elam","N",40,"Sun",0,"Nice",0,"N",0
"2002-1114","Elam","Y",45,"Sun",0,"Nice",0,"N",0
"2002-1114","Lindell","Y",52,"Sun",0,"Nice",0,"N",0
"2002-1114","Lindell","Y",37,"Sun",0,"Nice",0,"N",0
"2002-1114","Lindell","Y",29,"Sun",0,"Nice",0,"N",0
"2002-1115","Janikowski","Y",39,"Clouds",0,"Nice",1,"N",0
"2002-1115","Janikowski","N",49,"Clouds",0,"Nice",1,"N",0
"2002-1115","Janikowski","Y",28,"Clouds",0,"Nice",1,"N",0
"2002-1115","Vinatieri","Y",36,"Clouds",0,"Nice",1,"N",0
"2002-1115","Vinatieri","Y",31,"Clouds",0,"Nice",1,"N",0
"2002-1115","Vinatieri","N",52,"Clouds",0,"Nice",1,"N",0
"2002-1116","Edinger","Y",37,"Inside",0,"Nice",0,"N",0
"2002-1116","Edinger","Y",48,"Inside",0,"Nice",0,"N",0
"2002-1116","Edinger","Y",50,"Inside",0,"Nice",0,"N",0
"2002-1201","Nedney","Y",32,"Sun",0,"Nice",1,"N",0
"2002-1201","Nedney","Y",37,"Sun",0,"Nice",1,"N",0
"2002-1201","Nedney","Y",40,"Sun",0,"Nice",1,"N",0
"2002-1201","Nedney","Y",21,"Sun",0,"Nice",1,"N",0
"2002-1201","Stover","Y",26,"Sun",0,"Nice",1,"N",0
"2002-1201","Stover","Y",43,"Sun",0,"Nice",1,"N",0
"2002-1202","Feely","N",28,"Sun",0,"Nice",1,"N",0
"2002-1203","Edinger","N",35,"Clouds",0,"Nice",0,"N",0
"2002-1203","Edinger","Y",22,"Clouds",0,"Nice",0,"Y",0
"2002-1203","Edinger","Y",40,"Clouds",0,"Nice",0,"Y",0
"2002-1203","Hanson","Y",22,"Clouds",0,"Nice",0,"N",0
"2002-1204","Cundiff","N",33,"Clouds",0,"Nice",0,"N",0
"2002-1204","Seder","N",41,"Clouds",0,"Nice",0,"N",0
"2002-1204","Seder","Y",31,"Clouds",0,"Nice",0,"N",0
"2002-1205","Christie","Y",38,"Sun",0,"Nice",1,"N",0
"2002-1205","Christie","N",42,"Sun",0,"Nice",1,"N",0
"2002-1205","Mare","Y",20,"Sun",0,"Nice",1,"N",0
"2002-1205","Mare","Y",38,"Sun",0,"Nice",1,"N",0
"2002-1205","Mare","N",54,"Sun",0,"Nice",1,"N",0
"2002-1205","Mare","Y",23,"Sun",0,"Nice",1,"N",0
"2002-1206","Anderson","N",43,"Clouds",1,"Nice",1,"N",0
"2002-1206","Anderson","Y",38,"Clouds",1,"Nice",1,"N",0
"2002-1206","Anderson","N",41,"Clouds",1,"Nice",1,"N",0
"2002-1206","Vinatieri","Y",34,"Clouds",1,"Nice",1,"N",0
"2002-1207","Carney","Y",33,"Inside",0,"Nice",0,"N",0
"2002-1207","Carney","Y",27,"Inside",0,"Nice",0,"N",0
"2002-1207","Carney","Y",48,"Inside",0,"Nice",0,"N",0
"2002-1207","Dawson","Y",28,"Inside",0,"Nice",0,"N",0
"2002-1208","Hall","Y",23,"Clouds",0,"Nice",1,"N",0
"2002-1208","Hall","N",45,"Clouds",0,"Nice",1,"N",0
"2002-1208","Hollis","Y",43,"Clouds",0,"Nice",1,"N",0
"2002-1208","Hollis","Y",40,"Clouds",0,"Nice",1,"N",0
"2002-1209","Reed","Y",33,"Clouds",0,"Nice",1,"N",0
"2002-1209","Reed","N",51,"Clouds",0,"Nice",1,"N",0
"2002-1209","Reed","Y",43,"Clouds",0,"Nice",1,"N",0
"2002-1209","Reed","Y",45,"Clouds",0,"Nice",1,"N",0
"2002-1210","GramaticaM","Y",38,"Sun",0,"Nice",1,"N",0
"2002-1210","GramaticaM","Y",51,"Sun",0,"Nice",1,"N",0
"2002-1211","Janikowski","Y",37,"Sun",0,"Nice",1,"N",0
"2002-1211","Janikowski","Y",51,"Sun",0,"Nice",1,"N",0
"2002-1212","Andersen","Y",31,"Sun",0,"Nice",0,"N",0
"2002-1212","Lindell","N",50,"Sun",0,"Nice",0,"N",0
"2002-1212","Lindell","Y",37,"Sun",0,"Nice",0,"N",0
"2002-1213","BrownK","Y",40,"Clouds",0,"Nice",1,"N",0
"2002-1213","BrownK","Y",50,"Clouds",0,"Nice",1,"N",0
"2002-1213","Bryant","N",33,"Clouds",0,"Nice",1,"N",0
"2002-1214","Tuthill","N",40,"Sun",0,"Nice",1,"N",0
"2002-1214","Tuthill","N",34,"Sun",0,"Nice",1,"N",0
"2002-1214","Wilkins","Y",30,"Sun",0,"Nice",1,"N",0
"2002-1215","Vanderjagt","Y",41,"SnowRain",0,"Cold",1,"N",0
"2002-1215","Vanderjagt","Y",54,"SnowRain",0,"Cold",1,"Y",1
"2002-1215","Vanderjagt","Y",51,"SnowRain",0,"Cold",1,"Y",0
"2002-1216","Akers","N",48,"Clouds",0,"Nice",1,"N",0
"2002-1216","Akers","Y",43,"Clouds",0,"Nice",1,"N",0
"2002-1216","Chandler","Y",35,"Clouds",0,"Nice",1,"N",0
"2002-1301","Hanson","Y",23,"Inside",0,"Nice",0,"N",0
"2002-1301","Hanson","Y",45,"Inside",0,"Nice",0,"N",0
"2002-1301","Hanson","Y",39,"Inside",0,"Nice",0,"N",0
"2002-1301","Hanson","Y",46,"Inside",0,"Nice",0,"N",0
"2002-1301","Vinatieri","Y",31,"Inside",0,"Nice",0,"N",0
"2002-1301","Vinatieri","Y",29,"Inside",0,"Nice",0,"N",0
"2002-1302","Cundiff","Y",21,"Sun",0,"Nice",0,"N",0
"2002-1302","Cundiff","N",37,"Sun",0,"Nice",0,"N",0
"2002-1302","Cundiff","Y",42,"Sun",0,"Nice",0,"N",0
"2002-1302","Tuthill","N",36,"Sun",0,"Nice",0,"N",0
"2002-1303","Hollis","Y",39,"SnowRain",1,"Cold",0,"N",0
"2002-1303","Hollis","N",46,"SnowRain",1,"Cold",0,"N",0
"2002-1304","Rackers","Y",40,"Sun",0,"Cold",1,"N",0
"2002-1304","Stover","N",49,"Sun",0,"Cold",1,"N",0
"2002-1304","Stover","N",38,"Sun",0,"Cold",1,"N",0
"2002-1305","Dawson","Y",25,"Clouds",1,"Cold",1,"N",0
"2002-1305","Dawson","N",30,"Clouds",1,"Cold",1,"N",0
"2002-1305","Dawson","Y",33,"Clouds",1,"Cold",1,"N",0
"2002-1305","Graham","N",32,"Clouds",1,"Cold",1,"N",0
"2002-1305","Graham","N",22,"Clouds",1,"Cold",1,"N",0
"2002-1305","Graham","Y",43,"Clouds",1,"Cold",1,"N",0
"2002-1305","Graham","Y",44,"Clouds",1,"Cold",1,"N",0
"2002-1306","Edinger","N",52,"SnowRain",0,"Cold",1,"N",0
"2002-1306","Longwell","Y",21,"SnowRain",0,"Cold",1,"N",0
"2002-1306","Longwell","Y",31,"SnowRain",0,"Cold",1,"N",0
"2002-1306","Longwell","Y",27,"SnowRain",0,"Cold",1,"N",0
"2002-1307","Cunningham","Y",23,"Sun",0,"Nice",1,"N",0
"2002-1307","Reed","Y",25,"Sun",0,"Nice",1,"N",0
"2002-1307","Reed","Y",29,"Sun",0,"Nice",1,"N",0
"2002-1307","Reed","Y",30,"Sun",0,"Nice",1,"N",0
"2002-1307","Reed","Y",46,"Sun",0,"Nice",1,"N",0
"2002-1307","Reed","Y",33,"Sun",0,"Nice",1,"N",0
"2002-1307","Reed","Y",50,"Sun",0,"Nice",1,"N",0
"2002-1308","Andersen","N",46,"Sun",1,"Nice",1,"N",0
"2002-1309","Anderson","N",46,"Inside",0,"Nice",0,"N",0
"2002-1309","Anderson","Y",29,"Inside",0,"Nice",0,"Y",0
"2002-1309","Feely","Y",44,"Inside",0,"Nice",0,"N",0
"2002-1310","Bryant","Y",38,"Clouds",1,"Cold",1,"N",0
"2002-1310","Bryant","Y",36,"Clouds",1,"Cold",1,"N",0
"2002-1310","Bryant","Y",19,"Clouds",1,"Cold",1,"N",0
"2002-1310","Nedney","N",54,"Clouds",1,"Cold",1,"N",0
"2002-1310","Nedney","Y",38,"Clouds",1,"Cold",1,"Y",0
"2002-1311","BrownK","Y",34,"Inside",0,"Nice",0,"N",0
"2002-1311","Vanderjagt","Y",31,"Inside",0,"Nice",0,"N",0
"2002-1311","Vanderjagt","Y",46,"Inside",0,"Nice",0,"N",0
"2002-1312","Christie","N",42,"Sun",0,"Nice",1,"N",0
"2002-1312","Christie","Y",20,"Sun",0,"Nice",1,"N",0
"2002-1312","Christie","Y",40,"Sun",0,"Nice",1,"N",0
"2002-1312","Christie","N",49,"Sun",0,"Nice",1,"N",0
"2002-1312","Christie","N",38,"Sun",0,"Nice",1,"Y",0
"2002-1312","Christie","Y",27,"Sun",0,"Nice",1,"Y",0
"2002-1312","Elam","Y",54,"Sun",0,"Nice",1,"N",0
"2002-1312","Elam","Y",24,"Sun",0,"Nice",1,"Y",0
"2002-1312","Elam","N",53,"Sun",0,"Nice",1,"Y",0
"2002-1313","Akers","Y",31,"Clouds",1,"Cold",0,"N",0
"2002-1313","Wilkins","N",55,"Clouds",1,"Cold",0,"N",0
"2002-1313","Wilkins","Y",22,"Clouds",1,"Cold",0,"N",0
"2002-1314","Chandler","Y",23,"Sun",0,"Nice",1,"N",0
"2002-1314","Lindell","Y",20,"Sun",0,"Nice",1,"N",0
"2002-1315","Carney","N",48,"Inside",0,"Nice",0,"N",0
"2002-1315","Carney","Y",48,"Inside",0,"Nice",0,"N",0
"2002-1315","GramaticaM","N",42,"Inside",0,"Nice",0,"N",0
"2002-1315","GramaticaM","Y",51,"Inside",0,"Nice",0,"N",0
"2002-1316","Hall","N",34,"Sun",0,"Nice",1,"N",0
"2002-1316","Hall","Y",36,"Sun",0,"Nice",1,"N",0
"2002-1316","Hall","Y",45,"Sun",0,"Nice",1,"N",0
"2002-1316","Janikowski","Y",23,"Sun",0,"Nice",1,"N",0
"2002-1316","Janikowski","Y",48,"Sun",0,"Nice",1,"N",0
"2002-1316","Janikowski","Y",36,"Sun",0,"Nice",1,"N",0
"2002-1316","Janikowski","Y",29,"Sun",0,"Nice",1,"N",0
"2002-1401","Rackers","N",52,"Clouds",0,"Cold",1,"N",0
"2002-1401","Rackers","Y",24,"Clouds",0,"Cold",1,"N",0
"2002-1402","Chandler","N",44,"Clouds",0,"Nice",0,"N",0
"2002-1402","Chandler","N",55,"Clouds",0,"Nice",0,"N",0
"2002-1402","Chandler","Y",47,"Clouds",0,"Nice",0,"N",0
"2002-1402","Cundiff","Y",23,"Clouds",0,"Nice",0,"N",0
"2002-1402","Cundiff","Y",37,"Clouds",0,"Nice",0,"N",0
"2002-1402","Cundiff","N",47,"Clouds",0,"Nice",0,"N",0
"2002-1403","Boyd","Y",33,"Sun",0,"Nice",1,"Y",0
"2002-1403","Boyd","Y",22,"Sun",0,"Nice",1,"N",0
"2002-1403","Dawson","N",42,"Sun",0,"Nice",1,"N",0
"2002-1403","Dawson","N",36,"Sun",0,"Nice",1,"N",0
"2002-1404","Wilkins","Y",36,"Clouds",0,"Cold",1,"N",0
"2002-1404","Wilkins","N",42,"Clouds",0,"Cold",1,"N",0
"2002-1405","Hollis","Y",26,"Clouds",1,"Nice",1,"N",0
"2002-1405","Vinatieri","Y",39,"Clouds",1,"Nice",1,"N",0
"2002-1405","Vinatieri","Y",46,"Clouds",1,"Nice",1,"N",0
"2002-1405","Vinatieri","N",43,"Clouds",1,"Nice",1,"N",0
"2002-1406","BrownK","Y",43,"Clouds",0,"Cold",1,"N",0
"2002-1406","Reed","Y",40,"Clouds",0,"Cold",1,"N",0
"2002-1406","Reed","Y",31,"Clouds",0,"Cold",1,"N",0
"2002-1406","Reed","N",43,"Clouds",0,"Cold",1,"N",0
"2002-1407","Feely","Y",30,"Clouds",0,"Nice",1,"N",0
"2002-1407","GramaticaM","Y",42,"Clouds",0,"Nice",1,"N",0
"2002-1407","GramaticaM","Y",21,"Clouds",0,"Nice",1,"N",0
"2002-1408","Nedney","Y",35,"Clouds",0,"Nice",1,"N",0
"2002-1408","Nedney","Y",29,"Clouds",0,"Nice",1,"N",0
"2002-1408","Vanderjagt","Y",44,"Clouds",0,"Nice",1,"N",0
"2002-1408","Vanderjagt","N",44,"Clouds",0,"Nice",1,"N",0
"2002-1409","Bryant","Y",42,"Clouds",0,"Nice",1,"N",0
"2002-1409","Bryant","N",37,"Clouds",0,"Nice",1,"N",0
"2002-1409","Bryant","Y",35,"Clouds",0,"Nice",1,"N",0
"2002-1409","Cortez","N",43,"Clouds",0,"Nice",1,"N",0
"2002-1409","Cortez","Y",24,"Clouds",0,"Nice",1,"N",0
"2002-1409","Cortez","Y",44,"Clouds",0,"Nice",1,"N",0
"2002-1410","GramaticaB","Y",29,"Sun",0,"Nice",1,"N",0
"2002-1410","GramaticaB","Y",41,"Sun",0,"Nice",1,"N",0
"2002-1410","GramaticaB","Y",42,"Sun",0,"Nice",1,"Y",0
